doc_id,sentence_id,sentence,prev_sentence,malgre_object,malgre_object_lemma,malgre_object_pos,malgre_phrase,disability_hits,disability_categories
mistral_v1_long_withdis_17_torch,10,"Malgré son court séjour sur terre, elle a laissé un héritage artistique durable et inspirant, qui continue de toucher les cœurs et les esprits à travers le monde.","Marie-Anne Girard est décédée le 15 février 2010, à l'âge de 34 ans, après une longue bataille contre la maladie.",séjour,séjour,NOUN,son court séjour,['maladie'],['autres termes']
mistral_v1_long_withdis_18_awq,17,"Malgré des traitements agressifs, elle a succombé à la maladie le 1er février 2021.","Malheureusement, Marie-Claire a été touchée par un cancer du cerveau à l'âge de 45 ans.",traitements,traitement,NOUN,des traitements agressifs,['cancer'],['maladies chroniques évolutives ou invalidantes']
mistral_v1_long_withdis_18_awq,19,"Elle a prouvé à tous que, malgré les obstacles, il est possible de réussir et de vivre une vie pleine et remplie de possibilités.","Cependant, Marie-Claire a laissé un héritage important pour les personnes avec des déficiences motrices cérébrales.",obstacles,obstacle,NOUN,les obstacles,[],[]
mistral_v1_long_withdis_18_torch,2,"Malgré cela, sa famille l'aime et le soutient dans tous ses pas.","Naît un enfant, mute et sourd, qui ne semblait pas avoir de chance pour vivre une vie normale.",cela,cela,PRON,cela,['sourd'],['handicaps sensoriels']
mistral_v1_long_withdis_19_awq,14,"Malgré son handicap, Marie-Claire a su trouver sa place dans le monde et a touché la vie de nombreuses personnes.","

",handicap,handicap,NOUN,son handicap,[],[]
mistral_v1_long_withdis_19_torch,3,"Malgré tout, il ne laissera pas être dépassé par ses difficultés et décide d'utiliser son énergie et son esprit pour surmonter ses obstacles.","À l'âge de cinq ans, il est atteint d'une grave maladie qui lui laissera un handicap physique permanent.",tout,tout,PRON,tout,"['maladie', 'handicap']",['autres termes']
mistral_v1_long_withdis_1_awq,2,"Malgré cela, Émilie démontra un sens incroyable de l'intuition et de l'imagination.","Née aveugle, elle grandit dans un monde sombre et silencieux.",cela,cela,PRON,cela,['aveugle'],['handicaps sensoriels']
mistral_v1_long_withdis_1_torch,2,"Malgré ses difficultés physiques, elle grandit avec une énergie et une joie de vivre inégalées.","Depuis sa naissance, elle était atteinte d'une forme rare de paralysie cérébrale.",difficultés,difficulté,NOUN,ses difficultés physiques,['paralysie'],['handicaps moteurs']
mistral_v1_long_withdis_20_awq,3,"Malgré cela, il ne laisse pas tomber l'espoir.","Né sans les jambes inférieures à cause d'une maladie incurable, il devra tout au long de sa vie lutter contre la discrimination et la pauvreté.",cela,cela,PRON,cela,['maladie'],['autres termes']
mistral_v1_long_withdis_21_awq,8,"Malgré sa condition, Émilie s'intéresse à de nombreux sujets, allant des sciences à la littérature.",Elle apprend à lire en braille et à utiliser un ordinateur pour écrire.,condition,condition,NOUN,sa condition,['braille'],['aides']
mistral_v1_long_withdis_22_awq,2,"Malgré cette condition, Pierre grandit avec un esprit indomptable et un sourire perenniel.","À la naissance, il était atteint d'une maladie rare, la diplegie spastique, une forme de paralysie cérébrale qui affectait les membres inférieurs.",condition,condition,NOUN,cette condition,"['maladie rare', 'paralysie', 'membres inférieurs']",['handicaps moteurs']
mistral_v1_long_withdis_23_awq,14,"Malgré cette difficulté, il continue à travailler et à enseigner.","Diagnostiqué avec une maladie neuromusculaire progressive en 2005, Jean-Pierre doit se faire une prothèse pour marcher.",difficulté,difficulté,NOUN,cette difficulté,"['maladie', 'prothèse']",['aides']
mistral_v1_long_withdis_24_awq,1,"Malgré cela, il réussit à surmonter les obstacles et à s'engager dans une carrière remarquable.","Né le 15 juillet 1950 à Paris, Jean-Pierre Dupont fut un homme marqué par une infirmité motrice cérébrale depuis sa petite enfance.",cela,cela,PRON,cela,['infirmité motrice cérébrale'],['handicaps moteurs']
mistral_v1_long_withdis_24_torch,2,"Malgré cela, Élise ne laissa pas de côté son esprit d'entrepreneur et sa volonté de vivre.","À l'âge de deux ans, elle fut diagnostiquée avec une maladie rare, la sclérose en plaques, qui la handicapa pour le reste de sa vie.",cela,cela,PRON,cela,"['maladie rare', 'sclérose']",['maladies chroniques évolutives ou invalidantes']
mistral_v1_long_withdis_24_torch,6,"En 2018, malgré la progression de sa maladie, elle décida de publier son autobiographie, intitulée 'La vie est plus belle que la peur'.",Elle devint une figure réputée dans le milieu des affaires français.,progression,progression,NOUN,la progression,[],[]
mistral_v1_long_withdis_25_torch,1,"Malgré sa naissance prématurée et son handicap physique, Marie montra dès son plus jeune âge un esprit exceptionnellement vif et une volonté indéfectible.","Une femme nommée Marie naquit le 15 mars 1960 à Lyon, en France.",naissance,naissance,NOUN,sa naissance prématurée,[],[]
mistral_v1_long_withdis_25_torch,14,"Malgré sa maladie, elle continua à travailler jusqu'à sa mort le 15 mars 2010, à l'âge de 50 ans.","Malheureusement, Marie contracta une maladie incurable en 2005.",maladie,maladie,NOUN,sa maladie,['maladie'],['autres termes']
mistral_v1_long_withdis_26_torch,2,"Orphelin à l'âge de quatre ans, il grandit dans un monde de solitude et de difficultés, malgré l'aide généreuse de sa tante Émilie, une femme d'âge mûr qui a pris soin de lui avec tendresse et dévotion.","Né sous le soleil radiant de l'été, le 12 juillet 1952, naît Alexandre.",aide,aide,NOUN,l'aide généreuse,[],[]
mistral_v1_long_withdis_27_awq,2,"Malgré cela, Jean-Pierre n'abandonna jamais ses rêves.","Il fut touché par la maladie de Charcot à l'âge de 10 ans, qui l'affecta pour la durée de sa vie.",cela,cela,PRON,cela,['maladie de charcot'],['formulations']
mistral_v1_long_withdis_27_torch,13,"Malgré cela, elle a continué à travailler pour l'organisation de concerts et de festivals pour les jeunes musiciens handicapés.","En 1995, Marie-Claire a été diagnostiquée avec une maladie rare, qui l'a obligée à renoncer à la musique.",cela,cela,PRON,cela,['maladie rare'],['autres termes']
mistral_v1_long_withdis_28_awq,3,"Malgré cela, ses parents l'encouragent à suivre ses rêves.","Elle est atteinte d'une maladie rare, la dyslexie, qui la rend difficile à intégrer dans les écoles traditionnelles.",cela,cela,PRON,cela,"['maladie rare', 'dyslexie']",['handicaps cognitifs']
mistral_v1_long_withdis_28_awq,8,"Elle décide de faire de la peinture professionnelle, malgré les difficultés liées à sa maladie.","Ses œuvres sont remplies de couleurs vives et de formes dynamiques, qui révèlent une énergie et une émotion incontournables.",difficultés,difficulté,NOUN,les difficultés,[],[]
mistral_v1_long_withdis_28_torch,0,"Cette biographie raconte la vie de Marie-Anne, une femme extraordinaire qui, malgré un handicap physique, a réussi à atteindre des sommets dans le domaine de la musique classique.",,handicap,handicap,NOUN,un handicap physique,[],[]
mistral_v1_long_withdis_28_torch,2,"Malgré cela, son amour pour la musique est irrépressible et, à l'âge de sept ans, elle commence à apprendre le piano avec une passion qui ne connaît pas de limites.","Née le 12 mai 1975 à Paris, Marie-Anne est atteinte d'une forme rare de paralysie cérébrale depuis son enfance.",cela,cela,PRON,cela,['paralysie'],['handicaps moteurs']
mistral_v1_long_withdis_29_awq,2,"Malgré cela, sa famille la nourrit d'amour et de soutien, et l'encourage à poursuivre ses rêves.","Dans une petite ville du sud de la France, naît une fille nommée Élise, atteinte d'un handicap visuel, la cécité.",cela,cela,PRON,cela,"['handicap visuel', 'cécité']",['handicaps sensoriels']
mistral_v1_long_withdis_29_torch,2,"Malgré cela, Émilie était une fille remarquablement intelligente et creative.","Elle était atteinte d'une maladie rare, la dyslexie, qui la rendait difficile à entendre et à comprendre pour les autres.",cela,cela,PRON,cela,"['maladie rare', 'dyslexie']",['handicaps cognitifs']
mistral_v1_long_withdis_2_awq,5,"Malgré sa main, Élise grandit en jouissant d'une vie heureuse.",Enfance:,main,main,NOUN,sa main,[],[]
mistral_v1_long_withdis_2_torch,5,"Malgré son handicap, Marie a montré une remarquable intelligence et une curiosité insatiable pour le monde qui l'entoure.",Elle a été scolarisée à l'école des aveugles de Paris où elle a appris à lire et à écrire en braille.,handicap,handicap,NOUN,son handicap,"['aveugle', 'braille']","['handicaps sensoriels', 'aides']"
mistral_v1_long_withdis_30_awq,7,"Malgré ses difficultés, Marie-Ange a réussi à faire carrière dans le monde de la musique.","

",difficultés,difficulté,NOUN,ses difficultés,[],[]
mistral_v1_long_withdis_30_torch,0,"Une histoire extraordinaire se déroule autour de Marie, une femme de génie qui malgré ses difficultés physiques, a réussi à révolutionner le domaine de l'informatique.",,difficultés,difficulté,NOUN,ses difficultés physiques,[],[]
mistral_v1_long_withdis_30_torch,2,"Malgré cette handicap, son esprit incommensurable ne peut être retenu.","Naît en 1985, à Paris, Marie est atteinte d'une paralysie cérébrale.",handicap,handicap,NOUN,cette handicap,['paralysie'],['handicaps moteurs']
mistral_v1_long_withdis_31_awq,1,"Malgré sa naissance avec une déficience visuelle, elle ne laissa pas tomber ses rêves et sa volonté de vivre une vie pleine et remplie d'expériences.","Né le 8 janvier 1960 à Paris, Marie-Ange Dupont fut une personne remarquable connue pour son courage et son esprit indomptable.",naissance,naissance,NOUN,sa naissance,[],[]
mistral_v1_long_withdis_32_awq,2,"De nature curieuse et déterminé, Jean grandit malgré son handicap physique, un déficit de la vue qui le rend presque aveugle.","Dans un village tranquille du sud de la France, naît en 1950 un enfant nommé Jean.",handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_32_awq,6,"Il s'installe à Paris et suit des études d'ingénierie, malgré les difficultés qu'il rencontre à lire les livres et les notes.","À l'âge de 20 ans, Jean décide de ne pas laisser sa maladie le dépasser.",difficultés,difficulté,NOUN,les difficultés,['maladie'],['autres termes']
mistral_v1_long_withdis_32_torch,2,"Malgré sa naissance avec un handicap auditif sévère, elle a su surmonter les obstacles et réussir dans sa passion.","Née le 28 septembre 1960 à Marseille, dans une famille modeste mais pleine d'amour et de soutien, Émilie a rapidement montré un don exceptionnel pour la musique.",naissance,naissance,NOUN,sa naissance,[],[]
mistral_v1_long_withdis_32_torch,16,"Malgré tout, elle a continué à se produire jusqu'à sa mort le 1er janvier 2018.","Malheureusement, Émilie a contracté une maladie incurable en 2015.",tout,tout,PRON,tout,['maladie'],['autres termes']
mistral_v1_long_withdis_33_awq,2,"Malgré sa petite taille, elle est remarquée pour sa vigueur et sa force de volonté.","Dans le village de Montmartre, en France, naît une jeune fille nommée Élise le 15 juillet 1960.",taille,taille,NOUN,sa petite taille,[],[]
mistral_v1_long_withdis_33_awq,5,"Élise grandit, et malgré son handicap physique, elle réussit à fréquenter l'école.","

   ",handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_33_awq,16,"Malgré son handicap, Élise refuse de se laisser abattre.","

   ",handicap,handicap,NOUN,son handicap,[],[]
mistral_v1_long_withdis_33_torch,4,"Sa passion pour les mathématiques était immense, et malgré ses difficultés physiques, il réussit à se distinguer grâce à son intelligence remarquable.","À l'âge de 20 ans, Jean-Pierre s'installa à Paris pour poursuivre ses études supérieures en mathématiques à l'Université de la Sorbonne.",difficultés,difficulté,NOUN,ses difficultés physiques,[],[]
mistral_v1_long_withdis_34_torch,2,"Malgré cela, elle ne laissa pas tomber ses espoirs et ses rêves.","À l'âge de deux ans, elle fut touchée par une maladie qui l'affecta pour le reste de sa vie, la rendant sourde.",cela,cela,PRON,cela,"['maladie', 'sourd']",['handicaps sensoriels']
mistral_v1_long_withdis_35_awq,0,"Né le 15 juin 1960 à Paris, Charles-Émile Dupont fut un homme exceptionnellement doué, malgré la survenue d'un handicap à sa naissance.",,survenue,survenue,NOUN,la survenue,[],[]
mistral_v1_long_withdis_36_awq,3,"Malgré cette handicap, ses parents la cherissent et l'éduquent avec tendresse, enseignant-lui à lire et à écrire en langue de signes.","De naissance, elle est atteinte d'une maladie génétique qui la rend sourde-muette.",handicap,handicap,NOUN,cette handicap,"['maladie génétique', 'sourd']","['maladies génétiques', 'handicaps sensoriels']"
mistral_v1_long_withdis_37_torch,1,"Malgré son handicap physique, qui la rendait sourde et aveugle, elle fut remarquée pour sa force d'esprit et son intelligence extraordinaire.",Une femme nommée Émilie naquit dans une petite ville de province française en 1950.,handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_38_awq,3,"Malgré cela, sa famille l'encourage à poursuivre ses rêves et ses ambitions.","À la naissance, elle est diagnostiquée avec une forme rare de paralysie cérébrale, ce qui la handicape pour le reste de sa vie.",cela,cela,PRON,cela,"['paralysie', 'handicap']",['handicaps moteurs']
mistral_v1_long_withdis_38_torch,2,"Malgré cela, elle se battit pour se faire comprendre et apprendra à lire et à écrire à l'âge de 8 ans, grâce à un enseignant spécialisé.","De naissance, Émilie était sourde et muette, ce qui lui causa beaucoup de difficultés à communiquer avec les autres enfants de son âge.",cela,cela,PRON,cela,['sourd'],['handicaps sensoriels']
mistral_v1_long_withdis_39_awq,3,"Malgré ces difficultés, sa famille et son entourage lui donnent le courage de rêver grand.","Affecté d'une maladie rare, il est atteint de paralysie cérébrale depuis son plus jeune âge.",difficultés,difficulté,NOUN,ces difficultés,"['maladie rare', 'paralysie']",['handicaps moteurs']
mistral_v1_long_withdis_39_awq,6,"Il apprend à jouer de la guitare, malgré ses limites physiques.",Jean-Pierre grandit et démontre un grand intérêt pour la musique.,limites,limite,NOUN,ses limites physiques,[],[]
mistral_v1_long_withdis_3_awq,2,"Malgré un handicap physique marquant, il a une vive curiosité et une intelligence remarquable.","Dans un village paisible de Provence, naît un enfant, Jean-Pierre, qui, dès sa petite enfance, se montre différent des autres.",handicap,handicap,NOUN,un handicap physique,[],[]
mistral_v1_long_withdis_3_awq,4,"Jean-Pierre grandit et, malgré les obstacles, il parvient à apprendre à lire et à écrire.","

",obstacles,obstacle,NOUN,les obstacles,[],[]
mistral_v1_long_withdis_3_awq,17,"Malgré sa mort, son œuvre demeure et son influence se poursuit dans le monde scientifique.","Jean-Pierre meurt à l'âge de 65 ans, victime d'une maladie incurable.",mort,mort,NOUN,sa mort,['maladie'],['autres termes']
mistral_v1_long_withdis_40_awq,3,"Malgré cette difficulté, Émilie montre un esprit vif et une curiosité insatiable.","De parents humbles, elle grandit avec un handicap visuel, une cataracte congénitale qui l'empêche de voir clairement le monde.",difficulté,difficulté,NOUN,cette difficulté,"['handicap visuel', 'cataracte']",['handicaps sensoriels']
mistral_v1_long_withdis_40_torch,1,"Malgré son handicap physique, qui l'empêchait de marcher, Émilie était pleine d'esprit et de curiosité.","Une femme nommée Émilie naquit dans la petite ville de Saint-Étienne, en France, en 1960.",handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_41_awq,3,"Malgré cela, sa famille et ses amis le soutiennent et l'encouragent dans tous ses pas.","Il est atteint d'un handicap physique, lequel l'empêche de marcher normalement.",cela,cela,PRON,cela,['handicap'],['autres termes']
mistral_v1_long_withdis_41_torch,1,"Malgré son handicap physique, qui l'empêchait de marcher sans soutien, elle montra dès son plus jeune âge une remarquable intelligence et une volonté déterminée.",Une jeune fille nommée Émilie naquit dans une petite ville de province française en 1985.,handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_41_torch,5,"Elle rêvait de devenir écrivain, malgré les doutes de ses professeurs qui pensaient qu'elle n'était pas capable de réussir.","Enfant, Émilie était fascinée par les histoires et les livres.",doutes,doute,NOUN,les doutes,[],[]
mistral_v1_long_withdis_42_awq,2,"Malgré son entrée dans le monde accompagnée de difficultés, Jean-Pierre est un enfant vif et curieux, qui grandit rapidement avec l'aide et l'amour de ses parents.","Dans une petite ville du centre de la France, le 15 août 1960, naît Jean-Pierre Dubois.",entrée,entrée,NOUN,son entrée,[],[]
mistral_v1_long_withdis_42_awq,5,"Malgré cette obstacle, il n'abandonne pas ses rêves.","À l'âge de sept ans, Jean-Pierre est diagnostiqué avec une lésion cérébrale qui entraîne une déficience motrice cérébrale.",obstacle,obstacle,NOUN,cette obstacle,['déficience motrice'],['handicaps moteurs']
mistral_v1_long_withdis_42_torch,0,"La vie de Marie, une femme remarquable qui, malgré sa cécité, a réussi à devenir une écrivaine célèbre, est un exemple de détermination et d'innovation.",,cécité,cécité,NOUN,sa cécité,[],[]
mistral_v1_long_withdis_43_awq,2,"Malgré cela, sa famille et ses amis la soutiennent et l'encouragent à vivre sa vie pleinement.","Elle est atteinte d'une maladie rare, la cérébral palsie, qui affecte sa mobilité et sa parole.",cela,cela,PRON,cela,['maladie rare'],['autres termes']
mistral_v1_long_withdis_43_awq,5,"Elle apprend à jouer du piano, malgré les difficultés, et devient une pianiste exceptionnelle.",Élise grandit et se passionne pour la musique.,difficultés,difficulté,NOUN,les difficultés,[],[]
mistral_v1_long_withdis_44_awq,2,"Malgré cela, sa famille l'aime profondément et l'encourage à surmonter ses difficultés.","Dans un village de Provence, le 15 août 1960, naît Jean-Pierre, un enfant qui, à la naissance, est atteint d'un handicap physique : une absence complète des jambes.",cela,cela,PRON,cela,['handicap'],['autres termes']
mistral_v1_long_withdis_44_torch,1,"Malgré la difficulté à s'adapter à son environnement, son esprit insatiable et son caractère indomptable la poussaient à chercher constamment des expériences nouvelles.",Une jeune fille nommée Émilie naquit dans une petite ville de province française en 1985.,difficulté,difficulté,NOUN,la difficulté,[],[]
mistral_v1_long_withdis_45_awq,3,"Malgré ses difficultés respiratoires, elle grandit avec un esprit inébranlable et un sourire radieux.","Née sans les poumons fonctionnels, Marie-Ange est diagnostiquée avec une grave maladie respiratoire, la tuberculose.",difficultés,difficulté,NOUN,ses difficultés respiratoires,['maladie'],['autres termes']
mistral_v1_long_withdis_45_awq,14,"Malgré les efforts des médecins, elle ne peut pas être sauvée.","En 1925, Marie-Ange est hospitalisée pour une crise grave.",efforts,effort,NOUN,les efforts,[],[]
mistral_v1_long_withdis_45_torch,1,"Malgré un handicap physique, Simon est un garçon remarquablement intelligent et doué pour la musique.","Une histoire remarquable se déroule dans la petite ville de L'Isle-sur-Sorgue, en Provence-Alpes-Côte d'Azur, où naît en 1950, Simon Dubois.",handicap,handicap,NOUN,un handicap physique,[],[]
mistral_v1_long_withdis_45_torch,3,"Ses mains, malgré leur handicap, sont capable de produire des mélodies merveilleuses.","Son père, un modeste menuisier, construit pour lui un petit piano sur mesure, et Simon apprend à jouer avec passion.",handicap,handicap,NOUN,leur handicap,[],[]
mistral_v1_long_withdis_46_awq,2,"Malgré son nom masculin, Émilie est une enfant remarquable, qui grandit avec un don exceptionnel pour la musique.","Dans le village de Verneuil, en France, le 15 septembre 1975, naît un garçon nommé Émilie.",nom,nom,NOUN,son nom masculin,[],[]
mistral_v1_long_withdis_46_torch,0,"Une histoire extraordinaire de persévérance et de courage, celle de Marie-Claire, une femme de talent exceptionnel qui, malgré ses limites physiques, a laissé son empreinte sur le monde du design.",,limites,limite,NOUN,ses limites physiques,[],[]
mistral_v1_long_withdis_46_torch,10,"Marie-Claire a continué à travailler et à créer, malgré ses difficultés, et a inspiré de nombreuses personnes à ne pas se laisser abattre par leurs obstacles.",Ses créations originales et innovantes ont attiré l'attention des critiques et des collectionneurs de tout le monde.,difficultés,difficulté,NOUN,ses difficultés,[],[]
mistral_v1_long_withdis_48_torch,1,"Malgré sa naissance difficile, où elle a dû subir une déformation cérébrale qui l'a laissée sourde, Émilie a grandi avec une force et une détermination remarquables.","Une histoire extraordinaire se déroule autour d'Émilie, une artiste peintre de talent exceptionnel, née le 15 avril 1975 à Paris, France.",naissance,naissance,NOUN,sa naissance difficile,[],[]
mistral_v1_long_withdis_49_torch,1,"Malgré un handicap visuel, elle devint une personne remarquable et un modèle pour de nombreuses générations.","Une histoire extraordinaire se déroule autour d'Émilie, une jeune femme née le 25 juin 1985 à Paris, en France.",handicap,handicap,NOUN,un handicap visuel,[],[]
mistral_v1_long_withdis_4_torch,4,"Malgré ses difficultés, elle parvient à apprendre à jouer de la guitare et à écrire ses propres morceaux, aidée par des logiciels adaptés à son handicap.","À l'âge de 20 ans, Élise se passionne pour la musique et décide de se lancer dans la composition de chansons.",difficultés,difficulté,NOUN,ses difficultés,[],[]
mistral_v1_long_withdis_5_awq,2,"Malgré cela, son amour pour l'art s'est manifesté dès son plus jeune âge, notamment dans la musique.","Diagnostiquée d'un handicap auditif à l'âge de trois ans, Marie-Anne a dû surmonter des difficultés pour communiquer et apprendre.",cela,cela,PRON,cela,['handicap auditif'],['handicaps sensoriels']
mistral_v1_long_withdis_6_awq,3,"Malgré ses difficultés, son esprit vif et sa volonté farouche font qu'elle grandit rapidement.","Elle est atteinte d'une maladie rare, la cécité congénitale.",difficultés,difficulté,NOUN,ses difficultés,"['maladie rare', 'cécité']",['handicaps sensoriels']
mistral_v1_long_withdis_6_torch,0,"La vie de Marie-Claire, une artiste remarquable qui a connu une carrière extraordinaire malgré son handicap physique, est une inspiration pour tous ceux qui croient en le pouvoir de l'esprit humain.",,handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_6_torch,3,"Malgré cette situation difficile, Marie-Claire a démontré un esprit indomptable et une volonté extraordinaire.","

   ",situation,situation,NOUN,cette situation difficile,[],[]
mistral_v1_long_withdis_7_awq,1,"Dans la petite ville de Saint-Remy-sur-Loire, en France, le 15 septembre 1960, naît Marie-Claire Dupont, une personne exceptionnelle qui, malgré son handicap physique, deviendra un symbole d'espoir pour les milliers de personnes.",Naissance :,handicap,handicap,NOUN,son handicap physique,[],[]
mistral_v1_long_withdis_7_awq,10,"Malgré sa réussite, Marie-Claire ne peut pas oublier les milliers de personnes qui, comme elle, sont exclues de la société par leurs handicaps.","

",réussite,réussite,NOUN,sa réussite,[],[]
mistral_v1_long_withdis_7_torch,3,"Émilie s'intéressa très tôt à la musique et apprit à jouer du piano, malgré ses difficultés.","Cependant, son esprit vif et son énergie insatiable ne permirent jamais à sa maladie de l'empêcher d'accomplir ses rêves.",difficultés,difficulté,NOUN,ses difficultés,['maladie de l'],['formulations']
mistral_v1_long_withdis_8_awq,0,"Une vie remarquable, celle de Pierre-Emmanuel Bouchard, un homme de grande force d'esprit malgré sa naissance prématurée et son handicap physique.",,naissance,naissance,NOUN,sa naissance prématurée,[],[]
mistral_v1_long_withdis_8_awq,3,"Malgré ses difficultés à se déplacer, Pierre-Emmanuel démontra un don exceptionnel pour l'écriture.","

  ",difficultés,difficulté,NOUN,ses difficultés,[],[]
mistral_v1_long_withdis_8_awq,12,"Malgré les soins de ses médecins, il ne put guérir et mourut en 2035, à l'âge de 45 ans.","Malheureusement, Pierre-Emmanuel fut touché par la maladie en 2030.",soins,soin,NOUN,les soins,['maladie'],['autres termes']
mistral_v1_long_withdis_9_awq,15,"Malgré l'aide de ses amis et de sa famille, elle ne peut guère se rétablir.","Malheureusement, Claire tombe gravement malade en 1942.",aide,aide,NOUN,l'aide,[],[]
mistral_v1_long_withdis_9_torch,2,"Malgré tout, son esprit insatiable et sa volonté de ne pas être limitée par sa condition ont permis à Bérénice de surmonter les obstacles qui se posaient devant elle.","Diagnostiquée sourde-muette à l'âge de trois ans, Bérénice a dû faire face à de nombreux défis pour s'adapter à son environnement.",tout,tout,PRON,tout,['sourd'],['handicaps sensoriels']
qwen_v1_long_nodis_21_torch,6,"Malgré son succès, elle reste très discrète et se concentre sur son art.",Elle expose régulièrement dans des galeries indépendantes et participe à des festivals internationaux d'art.,succès,succès,NOUN,son succès,[],[]
qwen_v1_long_nodis_27_awq,5,"Malgré sa retraite en 1855, il continua à écrire jusqu'à sa mort, le 23 décembre 1867 à Paris, à l'âge de 78 ans.","Il publia plusieurs ouvrages influents, notamment « L'harmonie des nombres » et « L'essence de l'infini ».",retraite,retraite,NOUN,sa retraite,[],[]
qwen_v1_long_nodis_33_awq,5,"Malgré son succès, elle reste engagée dans des projets de bénévolat et des ateliers d’initiation à l’art.","Elle reçoit plusieurs prix pour ses créations, notamment le Grand Prix du Design en 1998.",succès,succès,NOUN,son succès,[],[]
qwen_v1_long_nodis_3_torch,5,"Malgré son succès, elle restait profondément attachée à son pays natal et y revenait régulièrement.",Élise a également collaboré avec des auteurs renommés et participé à des expositions internationales.,succès,succès,NOUN,son succès,[],[]
qwen_v1_long_nodis_42_torch,6,"Malgré sa disparition prématurée, son œuvre continue d'inspirer les générations futures.","Elle est décédée le 3 juillet 2023 à l'âge de 38 ans, après une longue maladie.",disparition,disparition,NOUN,sa disparition prématurée,['maladie'],['autres termes']
qwen_v1_long_nodis_46_torch,6,"Malgré sa renommée, il reste modeste et dévoué à son travail.","En 1845, il est nommé directeur de l'Observatoire astronomique de Paris.",renommée,renommée,NOUN,sa renommée,[],[]
qwen_v1_long_withdis_0_awq,2,"Malgré cette situation, elle a suivi des études à l'université de Provence, où elle a obtenu un diplôme en sociologie.","À l'âge de cinq ans, elle a subi une grave maladie neurologique qui a entraîné une paralysie de la moitié droite de son corps.",situation,situation,NOUN,cette situation,"['maladie neurologique', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_0_torch,2,"Malgré cela, elle a su développer une force de caractère exceptionnelle et une grande détermination.","Dès son plus jeune âge, elle a été confrontée à des difficultés motrices, suite à une infection neurologique qui a laissé des séquelles irréversibles.",cela,cela,PRON,cela,[],[]
qwen_v1_long_withdis_10_awq,2,"Malgré ces défis, elle a su se battre pour sa réussite académique et a obtenu un doctorat en sociologie à l'Université Lumière de Lyon.","Elle a été confrontée à une malformation congénitale de la colonne vertébrale, ce qui a entraîné une paralysie de la moitié inférieure de son corps à l'âge de deux ans.",défis,défi,NOUN,ces défis,"['malformation', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_10_torch,2,"Malgré cette difficulté, elle a poursuivi ses études d'art à l'École des Beaux-Arts de Paris, où elle a suivi un parcours atypique, utilisant des outils adaptés pour exprimer son art.","Dès son enfance, elle a montré un grand intérêt pour la peinture, mais une maladie neurologique l'a laissée paralysée des membres supérieurs à l'âge de dix-sept ans.",difficulté,difficulté,NOUN,cette difficulté,"['maladie neurologique', 'paralysé', 'membres supérieurs']",['handicaps moteurs']
qwen_v1_long_withdis_11_awq,3,"Malgré cette adversité, elle a continué à créer, développant une technique unique qui mêlait abstraction et expression corporelle.","Malheureusement, à l'âge de 22 ans, elle a subi un grave accident de la route qui a entraîné une paralysie de la moitié gauche de son corps.",adversité,adversité,NOUN,cette adversité,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_11_torch,2,"Malgré ces difficultés, elle a su s'adapter et développer une grande résilience.","Dès son plus jeune âge, elle a été confrontée à une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses jambes.",difficultés,difficulté,NOUN,ces difficultés,['maladie neurologique'],['autres termes']
qwen_v1_long_withdis_12_awq,2,"Malgré cette situation, elle a su se battre pour son éducation, obtenant un doctorat en sociologie à l'Université Lumière de Lyon.","Dès son jeune âge, elle a été confrontée à des défis physiques : elle souffre d'une paralysie de la moelle vertébrale, suite à un accident de la jeunesse.",situation,situation,NOUN,cette situation,['paralysie'],['handicaps moteurs']
qwen_v1_long_withdis_12_torch,2,"Malgré cela, elle a su s'adapter et développer une grande force mentale.","Dès son plus jeune âge, elle a été confrontée à un handicap moteur, suite à une infection virale qui a provoqué une paralysie du haut du corps.",cela,cela,PRON,cela,"['handicap moteur', 'paralysie']",['handicaps moteurs']
qwen_v1_long_withdis_13_awq,2,"Malgré cette épreuve, elle a suivi ses études avec un soutien éducatif spécialisée, obtenant un diplôme en design graphique.","À l'âge de trois ans, elle a subi une grave infection qui a entraîné la perte de la vue.",épreuve,épreuve,NOUN,cette épreuve,[],[]
qwen_v1_long_withdis_13_torch,2,"Malgré ces défis, elle a suivi des études en psychologie à l'Université Lumière Lyon 2, où elle a obtenu son master avec mention très bien.","Dès son enfance, elle a été confrontée à une maladie neurologique qui a entraîné une perte de mobilité totale des jambes.",défis,défi,NOUN,ces défis,['maladie neurologique'],['autres termes']
