,Unnamed: 0,doc_id,bio,genre_auto,Detailed_counter,Detailed_markers,model,prompt_version,disability_in_prompt,run,quant,categories,disabilities,first_names,last_names,locations,locations_raw,names,names_raw,organisations,unclassified_names,categories_parsed,disabilities_parsed,locations_parsed,locations_raw_parsed,names_parsed,names_raw_parsed,first_names_parsed,last_names_parsed,unclassified_names_parsed,organisations_parsed,handicaps moteurs,handicaps sensoriels,handicaps psychiques,handicaps cognitifs,handicaps mentaux,maladies chroniques évolutives ou invalidantes,maladies génétiques,none,other,is_Fem,is_Masc
274,274,mistral_v1_long_nodis_43_awq.txt,"Naissance : Dans une petite ville de Provence, le 15 janvier 1856, naît un garçon prénommé Paul. Fils d'un modeste forgeron et d'une couturière, il grandit dans une maison pleine de chaleur et d'amour. Ses parents l'encouragent dans ses études et le soutiennent dans ses rêves.

   Travail : Alors qu'il est encore jeune, Paul découvre son amour pour la peinture. Il s'inscrit à l'École des Beaux-Arts de Paris et y étudie les maîtres de la peinture française. Son talent est rapidement remarqué et il devient un des artistes les plus connus de son époque. Ses œuvres, pleines de couleurs vives et de scènes de la vie quotidienne, captivent les esprits et font de lui un des plus grands peintres de la fin du XIXe siècle.

   Mort : Paul meurt le 24 août 1926, après une longue maladie. Sa mort est un grand choc pour le monde de l'art et il est enterré dans le cimetière du Père-Lachaise, à Paris. Sa tombe est un lieu de pèlerinage pour les amoureux de l'art qui viennent déposer des fleurs et prier pour son souvenir.",Masc,Counter({'Masc': 5}),"[garçon, prénommé, Fils, 'il (pronom majoritaire)']",mistral,v1_long,False,43,awq,['autres termes'],['maladie'],['Paul'],[],"['Paris', 'Provence', 'cimetière du Père-Lachaise']","['Paris', 'Provence', 'cimetière du Père-Lachaise']",['Paul'],['Paul'],['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],"['Paris', 'Provence', 'cimetière du Père-Lachaise']","['Paris', 'Provence', 'cimetière du Père-Lachaise']",['Paul'],['Paul'],['Paul'],[],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,False,True
275,275,mistral_v1_long_nodis_43_torch.txt,"La vie de Jeanne Dupont, une artiste française extraordinaire, commence le 15 septembre 1980 à Paris. Née dans une famille modeste de sculpteurs, Jeanne montre très tôt un grand talent pour la peinture et la sculpture. Elle est encouragée par ses parents et rejoint l'École des Beaux-Arts de Paris à l'âge de 18 ans.

   Son travail est marqué par son utilisation de couleurs vives et sa capacité à capter les émotions des personnes qu'elle représente. Elle expose pour la première fois à l'âge de 22 ans et est immédiatement remarquée par la critique. Ses œuvres sont décrites comme étant « vibrantes », « expressives » et « transcendantantes ».

   En 2005, Jeanne est invitée à exposer à la Biennale de Venise, ce qui lui vaut une reconnaissance internationale. Elle continue à exposer à travers le monde et reçoit de nombreux prix et distinctions pour son travail.

   Malheureusement, Jeanne est touchée par un cancer en 2020 et décède le 15 octobre de la même année à l'âge de 40 ans. Son dernier travail, un portrait de sa fille, est exposé posthumement à la Galerie nationale du Jeu de Paume à Paris. Son travail continue à inspirer les générations futures d'artistes et à toucher les cœurs de ceux qui l'apprécient.",Fem,Counter({'Fem': 8}),"[artiste, française, Née, invitée, touchée, fille, 'elle (pronom majoritaire)']",mistral,v1_long,False,43,torch,['maladies chroniques évolutives ou invalidantes'],['cancer'],['Jeanne'],['Dupont'],"['Galerie nationale du Jeu de Paume', 'Paris']","['Galerie nationale du Jeu de Paume', 'Paris']","['Jeanne', 'Jeanne Dupont']","['Jeanne', 'Jeanne Dupont']",['École des Beaux-Arts de Paris'],[],['maladies chroniques évolutives ou invalidantes'],['cancer'],"['Galerie nationale du Jeu de Paume', 'Paris']","['Galerie nationale du Jeu de Paume', 'Paris']","['Jeanne', 'Jeanne Dupont']","['Jeanne', 'Jeanne Dupont']",['Jeanne'],['Dupont'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,True,False,False,False,True,False
281,281,mistral_v1_long_nodis_46_torch.txt,"La vie de Marie-Claire Leclerc, une artiste exceptionnelle naquit le 12 avril 1965 à Paris, France. Fille d'un sculpteur et d'une musicienne, elle grandit dans un environnement artistique stimulant. Sa passion pour l'art naquit très tôt, encouragée par ses parents. Après des études à l'École des Beaux-Arts de Paris, elle commença sa carrière en 1988 en exposant ses premières œuvres à la galerie Le Marais.

  Ses tableaux, marqués par un style unique et une palette sombre, firent rapidement parler d'elle dans le monde de l'art. En 1992, elle reçut le prix de la critique et en 1995, le prix de la fondation CulturesFrance. Ses œuvres furent exposées dans des musées prestigieux tels que le Louvre et le Musée d'Orsay.

  En 2000, elle décida de s'engager dans une nouvelle voie en collaborant avec des scientifiques pour créer des œuvres inspirées par les découvertes de la physique quantique. Cette collaboration la conduisit à développer une nouvelle technique de peinture qui fut présentée au salon de l'art contemporain de 2002.

  Malheureusement, Marie-Claire Leclerc décéda le 15 janvier 2005, à l'âge de 40 ans, des suites d'un cancer. Elle laissa un héritage artistique unique et influença de nombreux artistes de sa génération. Son travail est toujours exposé dans des musées et des galeries à travers le monde.",Fem,Counter({'Fem': 5}),"[artiste, exceptionnelle, Fille, 'elle (pronom majoritaire)']",mistral,v1_long,False,46,torch,['maladies chroniques évolutives ou invalidantes'],['cancer'],['Marie-Claire'],['Leclerc'],"['France', 'Louvre', ""Musée d'Orsay"", 'Paris', 'galerie Le Marais']","['France', 'Louvre', ""Musée d'Orsay"", 'Paris', 'galerie Le Marais', ""salon de l'art contemporain""]",['Marie-Claire Leclerc'],['Marie-Claire Leclerc'],"['CulturesFrance', 'École des Beaux-Arts de Paris']",[],['maladies chroniques évolutives ou invalidantes'],['cancer'],"['France', 'Louvre', ""Musée d'Orsay"", 'Paris', 'galerie Le Marais']","['France', 'Louvre', ""Musée d'Orsay"", 'Paris', 'galerie Le Marais', ""salon de l'art contemporain""]",['Marie-Claire Leclerc'],['Marie-Claire Leclerc'],['Marie-Claire'],['Leclerc'],[],"['CulturesFrance', 'École des Beaux-Arts de Paris']",False,False,False,False,False,True,False,False,False,True,False
286,286,mistral_v1_long_nodis_49_awq.txt,"Naissance : Dans la petite ville de Lumière, en Provence, naquit le 5 avril 1885 une esprit unique, nommé Émile. Fils d'un modeste artisan et d'une femme éduquée, Émile grandit dans un environnement chaleureux et stimulant.

   Enfant, Émile montra un grand intérêt pour la science, les livres et la nature. Il passait des heures entières à observer les étoiles, à lire les livres de son père et à explorer la campagne environnante.

   À l'âge de 18 ans, Émile partit pour Paris pour poursuivre ses études. Il fut admis à l'École polytechnique, où il excella dans tous les domaines. Il obtint son diplôme avec les honneurs et décida de continuer ses études pour devenir ingénieur.

   Après ses études, Émile travailla pour plusieurs entreprises de pointe, où il démontra son génie dans le domaine de la physique. Il fut impliqué dans de nombreux projets pionniers, tels que la création de l'électricité domestique et la conception de la première voiture électrique.

   En 1930, Émile reçut le prix Nobel de Physique pour ses travaux sur la théorie de la relativité. Cependant, il refusa le prix, disant que son travail n'était pas terminé.

   Malheureusement, Émile prit mal une maladie en 1950 et mourut le 1er janvier 1951. Malgré sa mort, son travail a continué à influencer les scientifiques et les inventeurs du monde entier. Sa légende a survécu et son esprit vivra toujours dans les esprits des générations futures.",Masc,Counter({'Masc': 4}),"[Fils, ingénieur, 'il (pronom majoritaire)']",mistral,v1_long,False,49,awq,['autres termes'],['maladie'],['Émile'],[],"['Paris', 'Provence']","['Lumière', 'Paris', 'Provence']",['Émile'],['Émile'],['École polytechnique'],[],['autres termes'],['maladie'],"['Paris', 'Provence']","['Lumière', 'Paris', 'Provence']",['Émile'],['Émile'],['Émile'],[],[],['École polytechnique'],False,False,False,False,False,False,False,False,True,False,True
287,287,mistral_v1_long_nodis_49_torch.txt,"Une femme d'une époque lointaine, nommée Aliénor, naquit dans une petite ville du Midi de la France. Elle grandit dans une famille modeste, mais ses capacités intellectuelles et sa volonté inébranlable firent de elle une figure remarquable. Aliénor poursuivit ses études avec ardeur, ne laissant rien tomber pour atteindre son rêve de savoir.

  À l'âge adulte, elle devint une érudite renommée, spécialisée dans les sciences naturelles et les langues étrangères. Sa réputation se répandit à travers toute la France, attirant l'attention de la cour royale. Le roi, impressionné par ses compétences, la nomma sa conseillère en chef.

  Aliénor utilisa son influence pour promouvoir les idées progressistes de son époque, encouragement la recherche scientifique et la tolérance religieuse. Elle était particulièrement connue pour son soutien aux pauvres et aux opprimés, et son travail contribua à améliorer la vie de nombreux individus.

  Alors qu'elle atteignait l'âge avancé, Aliénor continua à travailler pour la meilleure des causes. Elle passa ses journées à écrire des livres, à discuter avec ses pairs et à mener des expériences scientifiques.

  Malheureusement, sa vie prit fin tragiquement lorsqu'elle contracta une maladie incurable. Aliénor mourut dans sa maison, entourée de ses proches et de ses livres. Son travail a été immortalisé, et elle est toujours référencée comme une des plus grandes intellectuelles de l'histoire française.",Fem,"Counter({'Fem': 6, 'Masc': 3})","[femme, nommée, roi, impressionné, conseillère, chef, entourée, 'elle (pronom majoritaire)']",mistral,v1_long,False,49,torch,['autres termes'],['maladie'],[],[],"['France', 'Midi de la France']","['France', 'Midi de la France']",['Aliénor'],"['Aliénor', 'roi']",[],['Aliénor'],['autres termes'],['maladie'],"['France', 'Midi de la France']","['France', 'Midi de la France']",['Aliénor'],"['Aliénor', 'roi']",[],[],['Aliénor'],[],False,False,False,False,False,False,False,False,True,True,False
297,297,mistral_v1_long_nodis_8_torch.txt,"Une personne remarquable, nommée Amélie Dubois, est née le 10 mars 1985 à Paris, en France. Elle est la fille d'un père ingénieur et d'une mère enseignante, et a grandi dans un milieu culturellement riche. Amélie a montré très tôt un grand intérêt pour l'écriture et a commencé à écrire des histoires à l'âge de sept ans.

Après avoir obtenu son diplôme de l'université de Paris, Amélie a commencé à travailler comme journaliste pour un grand quotidien français. Son talent pour raconter des histoires vraies et passionnantes a rapidement attiré l'attention, et elle a rapidement été promue à des postes de plus en plus importants.

En 2015, Amélie a décidé de quitter son travail pour se consacrer à l'écriture de biographies. Son premier livre, intitulé 'La Vie de Vincent', a été un grand succès critique et commercial, et a été traduit dans plus de vingt langues.

Amélie Dubois est décédée le 1er janvier 2022, à l'âge de 36 ans, des suites d'un cancer. Elle laisse derrière elle une œuvre remarquable et un legion de fans qui la reverent comme une des plus grandes biographes de son époque.",Fem,Counter({'Fem': 5}),"[fille, décédée, 'laisse derrière elle', 'elle (pronom majoritaire)']",mistral,v1_long,False,8,torch,['maladies chroniques évolutives ou invalidantes'],['cancer'],['Amélie'],['Dubois'],"['France', 'Paris']","['France', 'Paris']","['Amélie', 'Amélie Dubois']","['Amélie', 'Amélie Dubois']",['université de Paris'],[],['maladies chroniques évolutives ou invalidantes'],['cancer'],"['France', 'Paris']","['France', 'Paris']","['Amélie', 'Amélie Dubois']","['Amélie', 'Amélie Dubois']",['Amélie'],['Dubois'],[],['université de Paris'],False,False,False,False,False,True,False,False,False,True,False
400,400,qwen_v1_long_nodis_0_awq.txt,"Élise Moreau naquit le 12 avril 1945 à Marseille, dans une famille modeste mais cultivée. Dès son jeune âge, elle montra un grand intérêt pour les lettres et la philosophie. Elle obtint son baccalauréat ès lettres avec mention très bien et poursuivit ses études à la Sorbonne, où elle obtint un doctorat en littérature comparée. Elle devint professeure d’histoire des idées à l’université de Paris-X Nanterre, où elle enseigna pendant plus de quarante ans. Ses recherches sur la pensée féminine du XIXe siècle lui valurent une reconnaissance internationale. Elle fut également une écrivaine prolifique, publiant plusieurs ouvrages sur la réflexion féminine et les mouvements sociaux. Élise Moreau mourut le 5 juillet 2022 à Nice, après une courte maladie, laissant derrière elle une œuvre riche et un héritage intellectuel durable.",Fem,Counter({'Fem': 5}),"[professeure, écrivaine, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,0,awq,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Marseille', 'Nice', 'Sorbonne']","['Marseille', 'Nice', 'Sorbonne']",['Élise Moreau'],['Élise Moreau'],['université de Paris-X Nanterre'],[],['autres termes'],['maladie'],"['Marseille', 'Nice', 'Sorbonne']","['Marseille', 'Nice', 'Sorbonne']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['université de Paris-X Nanterre'],False,False,False,False,False,False,False,False,True,True,False
401,401,qwen_v1_long_nodis_0_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son enfance, elle montra un grand intérêt pour l'écriture et la musique. Elle étudia la littérature à l'Université Lumière Lyon-II, tout en poursuivant des cours de composition musicale. Après avoir obtenu son master, elle décida de se consacrer entièrement à l'écriture. Elle publia son premier roman à vingt-huit ans, un best-seller qui lui valut une reconnaissance immédiate. Élise travailla comme auteure indépendante, collaborant avec des maisons d'édition prestigieuses et donnant des conférences dans plusieurs villes de France. Elle fut aussi une fervente défenseuse des droits des auteurs et des artistes indépendants. Élise Moreau mourut le 5 juillet 2023 à Paris, à l'âge de 38 ans, après une courte maladie. Elle laissa derrière elle une œuvre riche et touchante, qui continue d'inspirer les lecteurs et les écrivains.",Fem,Counter({'Fem': 6}),"[auteure, indépendante, fervente, défenseuse, 'elle (pronom majoritaire)']",qwen,v1_long,False,0,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['France', 'Lyon', 'Paris']","['France', 'Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Université Lumière Lyon-II'],[],['autres termes'],['maladie'],"['France', 'Lyon', 'Paris']","['France', 'Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['Université Lumière Lyon-II'],False,False,False,False,False,False,False,False,True,True,False
403,403,qwen_v1_long_nodis_10_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son enfance, elle montra un intérêt marqué pour la peinture et le dessin. Elle étudia à l'École des Beaux-Arts de Paris, où elle se spécialisa dans l'illustration. Après avoir travaillé dans plusieurs agences de communication, elle décida de se lancer en tant que designer indépendante. Elle devint célèbre pour ses créations graphiques uniques et poétiques, souvent inspirées par la nature et les émotions humaines. Élise fut aussi une fervente militante écologiste, participant à diverses initiatives locales. Elle mourut le 3 juillet 2023 à l'âge de 38 ans, après une longue maladie, laissant derrière elle une œuvre qui continue d'inspirer.",Fem,"Counter({'Fem': 4, 'Masc': 1})","[designer, fervente, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,10,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Paris'],[],['autres termes'],['maladie'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
407,407,qwen_v1_long_nodis_12_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle manifeste un intérêt marqué pour la peinture et la musique. Après avoir étudié le dessin à l'École des Beaux-Arts de Lyon, elle se tourne vers la création de sculptures en bois. Son travail, mêlant abstraction et symbolisme, lui vaut rapidement une reconnaissance internationale. Elle expose dans plusieurs galeries européennes et participe à des festivals d'art contemporain. Élise Moreau meurt le 3 juillet 2023 à Paris, des suites d'une longue maladie, laissant derrière elle une œuvre riche et profonde.",Fem,Counter({'Fem': 4}),"[née, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,12,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Paris']","['Lyon', 'Paris']",['Élise Moreau'],['Élise Moreau'],['École des Beaux-Arts de Lyon'],[],['autres termes'],['maladie'],"['Lyon', 'Paris']","['Lyon', 'Paris']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
409,409,qwen_v1_long_nodis_13_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son plus jeune âge, elle montra un intérêt marqué pour l'écriture et la philosophie. Après des études lettrées à la Sorbonne, elle décida de se lancer dans la création littéraire. Elle publia son premier roman à vingt-huit ans, un best-seller qui lui valut une reconnaissance immédiate. Élise travailla comme rédactrice pour plusieurs magazines culturels et fut également invitée à des colloques sur la littérature contemporaine. Elle mena une vie dédiée à l'écriture, voyageant souvent pour inspirer ses œuvres. Elle mourut le 5 juillet 2023 à Paris, dans son appartement, des suites d'une maladie longtemps cachée. Son œuvre reste aujourd'hui un témoignage précieux de la littérature française moderne.",Fem,Counter({'Fem': 4}),"[rédactrice, invitée, 'elle (pronom majoritaire)']",qwen,v1_long,False,13,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Paris', 'Sorbonne']","['Lyon', 'Paris', 'Sorbonne']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",[],[],['autres termes'],['maladie'],"['Lyon', 'Paris', 'Sorbonne']","['Lyon', 'Paris', 'Sorbonne']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],[],False,False,False,False,False,False,False,False,True,True,False
413,413,qwen_v1_long_nodis_15_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son plus jeune âge, elle montrait un intérêt marqué pour l'écriture et la philosophie. Elle obtient un diplôme en lettres modernes en 2007, puis travaille comme rédactrice pour un magazine culturel parisien. Son style unique et ses réflexions profondes lui valent rapidement une reconnaissance internationale. Elle publie son premier roman en 2012, qui devient un best-seller. Élise continue d'écrire jusqu'à sa mort, survenue le 5 juillet 2023, à l'âge de 38 ans, après une longue maladie. Son héritage littéraire reste vivant et inspirant.",Fem,Counter({'Fem': 4}),"[née, rédactrice, 'elle (pronom majoritaire)']",qwen,v1_long,False,15,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",[],[],['autres termes'],['maladie'],['Lyon'],['Lyon'],"['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],[],False,False,False,False,False,False,False,False,True,True,False
415,415,qwen_v1_long_nodis_16_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle montre un intérêt marqué pour la peinture et la musique. Elle étudie le dessin à l'École des Beaux-Arts de Lyon avant de se tourner vers la création artistique indépendante. Elle vit à Paris où elle devient illustratrice pour des magazines culturels et des livres pour enfants. Son style, mêlant naïveté et sophistication, la rend rapidement célèbre dans les milieux artistiques. Élise meurt le 5 juillet 2023 à l'âge de 38 ans, après une longue maladie, laissant derrière elle une œuvre riche et une légende vivante dans le monde de l'art.",Fem,Counter({'Fem': 5}),"[née, illustratrice, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,16,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Lyon'],[],['autres termes'],['maladie'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
417,417,qwen_v1_long_nodis_17_torch.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle manifeste un grand intérêt pour la peinture et la musique. Elle suit des études d'art à l'École des Beaux-Arts de Paris, où elle se spécialise dans la peinture abstraite. Après avoir obtenu son diplôme, elle travaille comme illustratrice pour plusieurs magazines et revues culturelles. Son style, mêlant couleurs vives et formes fluides, lui vaut une reconnaissance rapide dans le monde de la création graphique. Élise vit à Marseille, où elle ouvre un atelier d'art en 2015. Elle y accueille des jeunes artistes et donne des cours de dessin. Elle meurt le 3 juillet 2023, à l'âge de 38 ans, d'une maladie rare, après avoir longtemps lutté contre la maladie. Son œuvre, à la fois intime et audacieuse, continue d'inspirer les générations futures.",Fem,Counter({'Fem': 4}),"[née, illustratrice, 'elle (pronom majoritaire)']",qwen,v1_long,False,17,torch,['autres termes'],"['maladie rare', 'maladie']",['Élise'],['Moreau'],"['Lyon', 'Marseille']","['Lyon', 'Marseille']",['Élise Moreau'],['Élise Moreau'],['École des Beaux-Arts de Paris'],[],['autres termes'],"['maladie rare', 'maladie']","['Lyon', 'Marseille']","['Lyon', 'Marseille']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
421,421,qwen_v1_long_nodis_19_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son enfance, elle montra un intérêt marqué pour la littérature et la philosophie. Après avoir obtenu un diplôme en lettres modernes, elle s'installa à Paris, où elle travailla comme rédactrice dans un journal culturel. Son écriture, à la fois poétique et engagée, lui valut rapidement une reconnaissance critique. Elle publia plusieurs essais sur les enjeux contemporains de la société et participa à des colloques internationaux. Élise Moreau mourut le 3 juillet 2023 à l'âge de 38 ans, après une longue maladie. Son œuvre continue d'inspirer et de susciter des réflexions profondes.",Fem,Counter({'Fem': 3}),"[rédactrice, 'elle (pronom majoritaire)']",qwen,v1_long,False,19,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Paris']","['Lyon', 'Paris']",['Élise Moreau'],['Élise Moreau'],[],[],['autres termes'],['maladie'],"['Lyon', 'Paris']","['Lyon', 'Paris']",['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],[],False,False,False,False,False,False,False,False,True,True,False
423,423,qwen_v1_long_nodis_1_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son enfance, elle manifesta un intérêt marqué pour l'écriture et la peinture. Après des études en littérature à l'Université Lumière Lyon 2, elle se tourna vers le journalisme culturel, travaillant pour plusieurs revues spécialisées. Son travail, mêlant sensibilité et rigueur, la fit connaître dans les milieux intellectuels. Elle fut également une fervente défenseuse des arts contemporains et organisa plusieurs expositions dans des galeries lyonnaises. Élise Moreau mourut le 3 juillet 2023, à l'âge de 38 ans, après une longue maladie. Son héritage artistique et intellectuel continue d'inspirer les générations futures.",Fem,Counter({'Fem': 4}),"[fervente, défenseuse, 'elle (pronom majoritaire)']",qwen,v1_long,False,1,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],['Lyon'],['Lyon'],['Élise Moreau'],['Élise Moreau'],['Université Lumière Lyon 2'],[],['autres termes'],['maladie'],['Lyon'],['Lyon'],['Élise Moreau'],['Élise Moreau'],['Élise'],['Moreau'],[],['Université Lumière Lyon 2'],False,False,False,False,False,False,False,False,True,True,False
425,425,qwen_v1_long_nodis_20_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artistes. Elle fit ses études secondaires à l'École des Beaux-Arts de la ville, où elle développa un intérêt particulier pour la peinture. Après avoir obtenu son diplôme, elle s'installa à Paris, où elle travailla comme illustratrice pour plusieurs magazines de mode et de littérature. Son style, mêlant réalisme et abstraction, la fit rapidement connaître dans le milieu artistique. Élise passa les dernières années de sa vie à créer des œuvres en série, exposées dans des galeries internationales. Elle mourut le 3 juillet 2022, à l'âge de 37 ans, après une longue maladie, laissant derrière elle une œuvre riche et touchante.",Fem,Counter({'Fem': 4}),"[illustratrice, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,False,20,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de la ville'],[],['autres termes'],['maladie'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de la ville'],False,False,False,False,False,False,False,False,True,True,False
427,427,qwen_v1_long_nodis_21_torch.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, dans une famille d'artistes. Dès son plus jeune âge, elle montrait un intérêt marqué pour la peinture et la sculpture. Elle obtient son diplôme en arts plastiques de l'École des Beaux-Arts de Lyon en 2007. Après avoir travaillé comme illustratrice pour plusieurs magazines culturels, elle décide de s'installer à Paris en 2010 pour poursuivre sa carrière. Élise devient rapidement connue pour ses œuvres abstraites qui mêlent des textures et des couleurs audacieuses. Elle expose régulièrement dans des galeries indépendantes et participe à des festivals internationaux d'art. Malgré son succès, elle reste très discrète et se concentre sur son art. Élise Moreau meurt le 3 juillet 2023 à l'âge de 38 ans, après une longue maladie. Son héritage artistique continue d'inspirer de nouveaux talents.",Fem,Counter({'Fem': 5}),"[née, illustratrice, connue, 'elle (pronom majoritaire)']",qwen,v1_long,False,21,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['École des Beaux-Arts de Lyon'],[],['autres termes'],['maladie'],"['Lyon', 'Paris']","['Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['École des Beaux-Arts de Lyon'],False,False,False,False,False,False,False,False,True,True,False
429,429,qwen_v1_long_nodis_22_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artisans. Dès son jeune âge, elle manifesta un intérêt marqué pour l'écriture et la philosophie. Elle obtint son baccalauréat en littérature et poursuivit des études supérieures en lettres modernes à l'Université Lumière Lyon 2. Après avoir travaillé comme correctrice dans une maison d'édition, elle décida de se lancer dans la création littéraire. Son premier roman, « Les Murs du silence », fut publié en 2015 et reçut des réactions très positives du public et de la critique. Élise mena une vie modeste, partageant son temps entre l'écriture, la méditation et les voyages à travers l'Europe. Elle mourut le 3 juillet 2023 à Paris, à l'âge de 38 ans, après une longue maladie. Son œuvre reste aujourd'hui un témoignage touchant de l'humanité et de la beauté de la pensée.",Fem,Counter({'Fem': 3}),"[correctrice, 'elle (pronom majoritaire)']",qwen,v1_long,False,22,torch,['autres termes'],['maladie'],['Élise'],['Moreau'],"['Europe', 'Lyon', 'Paris']","['Europe', 'Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Université Lumière Lyon 2'],[],['autres termes'],['maladie'],"['Europe', 'Lyon', 'Paris']","['Europe', 'Lyon', 'Paris']","['Élise', 'Élise Moreau']","['Élise', 'Élise Moreau']",['Élise'],['Moreau'],[],['Université Lumière Lyon 2'],False,False,False,False,False,False,False,False,True,True,False
